customer_id,age,customer_segment,product_category,payment_type,average_order_value,discount_percentage,customer_tenure_days,return_rate,purchase_frequency,engagement_score,support_ticket_rate,churn
4274,49.0,Premium,Groceries,Net Banking,6439.22,49.16,1328,0.6363636363636364,0.016566265060240965,0.1414141414141414,0.5454545454545454,1
4275,40.0,Regular,Groceries,Debit Card,44327.16,32.38,1531,0.5714285714285714,0.0045721750489875895,0.11209439528023599,2.857142857142857,1
4276,56.0,Regular,Groceries,Credit Card,44048.16,43.52,50,0.8857142857142857,0.7,0.6818181818181818,0.5714285714285714,0
4277,27.0,Regular,Books,Debit Card,48964.44,4.02,612,0.5833333333333334,0.058823529411764705,3.6875,0.3333333333333333,0
4278,49.0,Regular,Electronics,Cash,14927.77,7.13,1222,0.17647058823529413,0.013911620294599018,0.5274725274725275,0.8823529411764706,0
4279,46.0,Regular,Clothing,Credit Card,43249.61,18.17,131,0.8,0.03816793893129771,0.48148148148148145,0.0,1
4280,27.0,New,Sports,Net Banking,17829.55,23.52,1438,0.21052631578947367,0.02642559109874826,0.6728395061728395,0.21052631578947367,0
4281,26.0,Regular,Clothing,Credit Card,31644.8,1.9,564,0.5925925925925926,0.047872340425531915,0.022364217252396165,0.6666666666666666,0
4282,38.0,Inactive,Furniture,Debit Card,13573.76,21.53,886,0.25,0.009029345372460496,0.7450980392156863,0.125,0
4283,18.0,Regular,Electronics,Upi,3432.8,21.39,691,0.3125,0.04630969609261939,0.5232558139534884,0.34375,0
4284,30.0,Regular,Clothing,Upi,5118.66,21.06,642,0.75,0.07476635514018691,1.4583333333333333,0.0,0
4285,22.0,Regular,Clothing,Net Banking,2063.22,19.42,579,0.5,0.07599309153713299,0.6869565217391305,0.022727272727272728,0
4286,53.0,New,Electronics,Cash,9802.45,10.21,241,0.6551724137931034,0.12033195020746888,0.610223642172524,0.41379310344827586,0
4287,19.0,Premium,Books,Credit Card,21452.6,33.05,1630,0.21052631578947367,0.023312883435582823,0.6153846153846154,0.07894736842105263,0
4288,42.0,New,Clothing,Net Banking,20735.26,47.12,1702,0.6170212765957447,0.027614571092831962,0.3943089430894309,0.1702127659574468,0
4289,40.0,Premium,Groceries,Debit Card,27976.49,46.08,1656,0.5,0.0024154589371980675,6.366666666666666,0.5,0
4290,54.0,Inactive,Electronics,Upi,23691.1,0.78,275,0.6956521739130435,0.08363636363636363,0.5,0.21739130434782608,0
4291,18.0,New,Groceries,Upi,17079.87,41.63,1429,0.21951219512195122,0.028691392582225334,0.4806201550387597,0.3902439024390244,0
4292,39.0,Premium,Clothing,Cash,46972.13,33.63,271,0.4166666666666667,0.04428044280442804,0.7014388489208633,1.0833333333333333,0
4293,52.0,Inactive,Books,Upi,2248.51,17.44,428,0.058823529411764705,0.0794392523364486,0.1948529411764706,0.5588235294117647,0
4294,18.0,New,Clothing,Credit Card,36830.63,27.06,244,1.0,0.004098360655737705,2.107142857142857,17.0,0
4295,65.0,Inactive,Groceries,Cash,39691.51,29.62,281,0.6,0.10676156583629894,0.4957983193277311,0.06666666666666667,0
4296,65.0,Regular,Electronics,Debit Card,44116.96,28.93,1585,0.96875,0.02018927444794953,8.61111111111111,0.34375,0
4297,37.0,Regular,Electronics,Net Banking,29759.33,49.42,1665,0.5714285714285714,0.016816816816816817,1.3333333333333333,0.25,0
4298,45.0,Regular,Furniture,Upi,15606.83,5.82,1044,0.5476190476190477,0.040229885057471264,0.4591549295774648,0.23809523809523808,0
4299,45.0,Inactive,Groceries,Debit Card,8593.2,18.86,372,0.75,0.10752688172043011,0.28095238095238095,0.125,0
4300,34.0,New,Books,Upi,9937.43,43.09,867,0.0,0.0034602076124567475,0.06645569620253164,6.0,1
4301,43.0,Inactive,Books,Credit Card,46234.05,13.28,948,0.42857142857142855,0.007383966244725738,0.17094017094017094,1.2857142857142858,1
4302,43.0,Inactive,Books,Cash,7940.5,28.86,1326,0.13333333333333333,0.011312217194570135,0.43846153846153846,0.8,0
4303,44.0,Premium,Groceries,Debit Card,31549.73,29.15,411,0.9148936170212766,0.11435523114355231,0.008264462809917356,0.10638297872340426,0
4304,33.0,Regular,Groceries,Debit Card,36579.87,10.75,184,0.11764705882352941,0.09239130434782608,1.0703125,0.058823529411764705,0
4305,51.0,Regular,Clothing,Net Banking,9827.89,42.97,322,0.6,0.015527950310559006,0.7449392712550608,0.6,0
4306,44.0,Premium,Electronics,Debit Card,49940.96,23.06,974,0.2708333333333333,0.049281314168377825,0.07954545454545454,0.2916666666666667,0
4307,52.0,Regular,Sports,Net Banking,15945.77,14.03,427,0.391304347826087,0.053864168618266976,0.5421686746987951,0.5652173913043478,0
4308,22.0,New,Furniture,Credit Card,16677.39,8.81,1147,0.02857142857142857,0.03051438535309503,0.2898550724637681,0.42857142857142855,0
4309,59.0,Inactive,Clothing,Net Banking,27666.53,2.27,1536,1.0,0.009765625,0.9215686274509803,0.7333333333333333,0
4310,24.0,Regular,Groceries,Cash,26194.57,48.4,295,0.0,0.003389830508474576,0.19540229885057472,2.0,1
4311,36.0,New,Books,Debit Card,9636.87,26.34,567,0.6304347826086957,0.08112874779541446,1.2613636363636365,0.043478260869565216,0
4312,62.0,Premium,Books,Cash,23146.82,38.21,429,0.45714285714285713,0.08158508158508158,0.23318385650224216,0.05714285714285714,0
4313,62.0,New,Electronics,Credit Card,22845.44,6.68,655,0.6153846153846154,0.01984732824427481,1.935897435897436,0.46153846153846156,0
4314,39.0,Inactive,Clothing,Cash,38923.44,32.11,195,0.0,0.005128205128205128,0.6016949152542372,18.0,0
4315,43.0,New,Groceries,Credit Card,29241.23,36.27,446,1.0,0.03811659192825112,1.411764705882353,0.7647058823529411,0
4316,32.0,Inactive,Electronics,Net Banking,8487.57,24.37,183,0.13333333333333333,0.2459016393442623,0.5602240896358543,0.37777777777777777,0
4317,41.0,Regular,Sports,Credit Card,9677.46,34.42,439,0.2894736842105263,0.08656036446469248,0.23357664233576642,0.02631578947368421,0
4318,43.0,Premium,Groceries,Net Banking,32757.35,12.22,856,1.0,0.004672897196261682,0.11875,3.75,0
4319,18.0,New,Groceries,Net Banking,30093.47,0.72,175,0.8,0.11428571428571428,1.2926829268292683,0.4,0
4320,18.0,Premium,Clothing,Cash,4859.77,24.04,528,0.8421052631578947,0.07196969696969698,1.1538461538461537,0.42105263157894735,0
4321,46.0,Inactive,Sports,Credit Card,16782.3,31.71,1653,1.0,0.02117362371445856,1.6869565217391305,0.02857142857142857,0
4322,29.0,Inactive,Furniture,Upi,14057.8,28.61,1238,0.42857142857142855,0.005654281098546042,1.1875,1.4285714285714286,0
4323,51.0,Regular,Books,Cash,2615.51,8.37,205,0.08333333333333333,0.05853658536585366,0.8506493506493507,1.0833333333333333,0
4324,39.0,Inactive,Books,Net Banking,37746.13,11.56,90,0.62,0.5555555555555556,6.592592592592593,0.24,0
4325,22.0,Regular,Groceries,Debit Card,2351.65,4.23,633,0.0,0.05055292259083728,0.055401662049861494,0.125,0
4326,46.0,Premium,Electronics,Net Banking,10476.53,20.99,705,0.5277777777777778,0.05106382978723404,0.9657534246575342,0.3888888888888889,0
4327,43.0,Regular,Books,Debit Card,27454.65,100.0,1674,0.5172413793103449,0.017323775388291517,0.8256880733944955,0.06896551724137931,0
4328,69.0,New,Groceries,Upi,1754.03,20.8,1341,0.7777777777777778,0.020134228187919462,1.6185567010309279,0.7407407407407407,0
4329,22.0,New,Furniture,Credit Card,43060.71,2.46,1459,0.4864864864864865,0.025359835503769704,1.0702702702702702,0.40540540540540543,0
4330,44.0,New,Clothing,Net Banking,11355.56,44.39,1548,0.35714285714285715,0.027131782945736434,0.875,0.16666666666666666,0
4331,41.0,Premium,Books,Net Banking,13981.76,11.07,771,0.9393939393939394,0.042801556420233464,0.46963562753036436,0.45454545454545453,0
4332,54.0,Inactive,Clothing,Debit Card,25502.52,20.7,930,1.0,0.023655913978494623,0.6363636363636364,0.7272727272727273,0
4333,36.0,New,Furniture,Debit Card,9910.4,30.97,576,0.18181818181818182,0.019097222222222224,0.05154639175257732,0.8181818181818182,1
4334,38.0,Premium,Groceries,Cash,25078.33,3.11,711,0.2,0.035161744022503515,1.9838709677419355,0.64,0
4335,68.0,New,Furniture,Upi,45700.36,37.95,456,1.0,0.010964912280701754,30.0,2.8,0
4336,66.0,Inactive,Clothing,Debit Card,11528.28,39.61,214,1.0,0.004672897196261682,4.875,6.0,0
4337,58.0,New,Furniture,Credit Card,46921.82,25.63,1103,0.19444444444444445,0.032638259292837715,0.42487046632124353,0.2777777777777778,0
4338,44.0,Inactive,Books,Cash,23394.64,49.03,1649,0.34210526315789475,0.02304426925409339,0.7322834645669292,0.42105263157894735,0
4339,31.0,Regular,Electronics,Credit Card,15547.53,8.32,765,0.45,0.05228758169934641,0.3884297520661157,0.45,0
4340,20.0,New,Groceries,Cash,18539.84,15.97,334,0.20689655172413793,0.08682634730538923,0.864516129032258,0.41379310344827586,0
4341,53.0,Premium,Sports,Upi,25022.79,37.41,674,0.06976744186046512,0.06379821958456973,44.0,0.27906976744186046,0
4342,48.0,New,Sports,Credit Card,38274.2,41.91,1625,0.6097560975609756,0.02523076923076923,0.23333333333333334,0.43902439024390244,0
4343,19.0,New,Books,Credit Card,20697.0,48.69,932,0.375,0.008583690987124463,0.05202312138728324,1.25,1
4344,42.0,Premium,Books,Cash,8643.93,14.59,217,0.6444444444444445,0.2073732718894009,0.5052083333333334,0.4222222222222222,0
4345,50.0,Regular,Clothing,Net Banking,38077.79,44.8,710,0.6666666666666666,0.02112676056338028,0.7989949748743719,0.9333333333333333,0
4346,68.0,Regular,Groceries,Debit Card,19533.02,9.53,512,0.5,0.00390625,1.1505376344086022,0.0,0
4347,51.0,Premium,Books,Credit Card,15859.63,35.22,1149,0.5853658536585366,0.03568320278503046,0.6771300448430493,0.2926829268292683,0
4348,63.0,New,Groceries,Credit Card,16351.0,27.8,425,0.8163265306122449,0.11529411764705882,0.1891891891891892,0.1836734693877551,0
4349,44.0,Regular,Furniture,Debit Card,13375.0,5.26,1804,0.9655172413793104,0.01607538802660754,0.155,0.6206896551724138,0
4350,46.0,Premium,Electronics,Debit Card,37249.52,30.37,471,0.42857142857142855,0.08917197452229299,12.833333333333334,0.47619047619047616,0
4351,22.0,Premium,Books,Cash,14096.56,42.49,1251,0.6923076923076923,0.010391686650679457,0.5120481927710844,1.0769230769230769,0
4352,19.0,New,Electronics,Credit Card,20353.23,39.08,811,0.3181818181818182,0.027127003699136867,0.4370629370629371,0.18181818181818182,0
4353,59.0,New,Groceries,Cash,43244.16,48.76,788,0.6896551724137931,0.03680203045685279,0.788546255506608,0.06896551724137931,0
4354,24.0,Regular,Electronics,Cash,20247.31,22.77,1374,0.6875,0.011644832605531296,0.6410256410256411,1.1875,0
4355,62.0,Premium,Sports,Cash,13929.83,30.07,893,0.1111111111111111,0.010078387458006719,0.22764227642276422,1.5555555555555556,1
4356,48.0,Regular,Books,Upi,29339.74,5.91,570,0.3103448275862069,0.05087719298245614,0.11764705882352941,0.6551724137931034,0
4357,60.0,Premium,Furniture,Credit Card,31416.69,34.39,802,0.717391304347826,0.057356608478802994,0.3464052287581699,0.3695652173913043,0
4358,55.0,New,Furniture,Net Banking,47820.06,11.78,1096,0.4444444444444444,0.016423357664233577,0.5025125628140703,0.8333333333333334,1
4359,45.0,Inactive,Furniture,Cash,30324.92,0.41,191,0.2692307692307692,0.13612565445026178,1.8333333333333333,0.5,0
4360,37.0,New,Sports,Cash,16515.83,1.91,606,0.0625,0.026402640264026403,0.23125,1.1875,1
4361,68.0,Regular,Groceries,Upi,9719.75,2.66,1517,0.4444444444444444,0.011865524060646011,1.3098591549295775,0.5,0
4362,27.0,New,Groceries,Net Banking,3515.16,16.7,597,0.8,0.008375209380234505,0.7076271186440678,1.0,0
4363,21.0,Regular,Electronics,Net Banking,12661.56,6.2,1148,0.375,0.03484320557491289,0.7538461538461538,0.0,0
4364,28.0,Premium,Clothing,Credit Card,20988.3,47.48,1176,1.0,0.017857142857142856,0.5673076923076923,0.14285714285714285,0
4365,59.0,New,Groceries,Debit Card,23223.02,44.53,1209,0.1935483870967742,0.02564102564102564,0.3817427385892116,0.0,0
4366,59.0,Inactive,Sports,Debit Card,49263.85,19.68,1613,0.9166666666666666,0.007439553626782393,0.6767241379310345,1.25,0
4367,61.0,Regular,Electronics,Upi,49129.97,38.89,862,0.22448979591836735,0.0568445475638051,3.8,0.24489795918367346,0
4368,64.0,New,Groceries,Debit Card,20485.84,11.62,1650,0.6,0.0030303030303030303,1.6896551724137931,3.4,0
4369,52.0,Regular,Electronics,Upi,7549.47,39.97,650,0.6153846153846154,0.02,1.164179104477612,1.4615384615384615,0
4370,19.0,New,Groceries,Upi,40553.44,13.84,490,1.0,0.04897959183673469,0.464,0.0,0
4371,43.0,Regular,Books,Credit Card,40947.73,48.29,253,0.1875,0.06324110671936758,0.26126126126126126,0.5625,1
4372,59.0,New,Electronics,Cash,45300.19,32.61,541,1.0,0.0073937153419593345,4.5,1.25,0
4373,34.0,Premium,Furniture,Debit Card,45897.59,39.49,1788,1.0,0.0005592841163310962,0.1390728476821192,0.0,1
4374,42.0,Premium,Clothing,Credit Card,18067.3,26.23,193,0.04878048780487805,0.21243523316062177,0.34069400630914826,0.4634146341463415,0
4375,56.0,Regular,Clothing,Upi,39388.9,15.81,1335,0.0,0.0044943820224719105,0.025974025974025976,1.3333333333333333,0
4376,47.0,New,Sports,Cash,34911.95,7.27,1690,0.1111111111111111,0.010650887573964497,0.6129032258064516,0.7222222222222222,0
4377,29.0,New,Books,Upi,47765.04,28.53,922,0.0,0.028199566160520606,0.6078431372549019,0.2692307692307692,0
4378,57.0,Premium,Electronics,Credit Card,27794.84,12.82,878,0.5,0.00683371298405467,0.696969696969697,2.0,0
4379,44.0,Inactive,Books,Debit Card,38680.83,2.65,189,0.0,0.24338624338624337,0.3427230046948357,0.043478260869565216,0
4380,52.0,Premium,Sports,Upi,46924.44,49.56,784,0.9523809523809523,0.05357142857142857,1.3650793650793651,0.11904761904761904,0
4381,70.0,Regular,Clothing,Credit Card,49958.62,18.47,1705,0.0975609756097561,0.02404692082111437,0.3924731182795699,0.3170731707317073,0
4382,60.0,Regular,Books,Debit Card,27311.33,36.87,649,0.0,0.040061633281972264,0.5545023696682464,0.19230769230769232,0
4383,61.0,Premium,Books,Credit Card,47200.62,37.68,644,0.9743589743589743,0.06055900621118013,0.14195583596214512,0.41025641025641024,0
4384,61.0,Regular,Clothing,Upi,43886.11,32.03,286,1.0,0.07692307692307693,0.946236559139785,0.9090909090909091,0
4385,52.0,Inactive,Electronics,Upi,34831.41,25.56,1764,0.90625,0.018140589569160998,1.015625,0.28125,0
4386,22.0,Regular,Books,Upi,23428.33,13.66,1461,0.0,0.002053388090349076,2.8043478260869565,3.3333333333333335,0
4387,52.0,Inactive,Clothing,Upi,38031.5,33.58,189,0.75,0.021164021164021163,1.2160493827160495,2.0,0
4388,26.0,New,Furniture,Upi,33262.68,32.23,1609,1.0,0.001243008079552517,0.44642857142857145,9.5,0
4389,55.0,Regular,Sports,Net Banking,8198.95,11.92,588,0.3448275862068966,0.04931972789115646,60.0,0.10344827586206896,0
4390,42.0,Regular,Books,Debit Card,39237.31,13.57,1407,0.5128205128205128,0.02771855010660981,2.1363636363636362,0.0,0
4391,19.0,Inactive,Electronics,Net Banking,45595.22,37.71,1177,0.06,0.04248088360237893,2.642857142857143,0.22,0
4392,49.0,Premium,Books,Cash,34384.75,29.09,458,0.9090909090909091,0.048034934497816595,3.1,0.36363636363636365,0
4393,29.0,New,Electronics,Upi,44733.52,34.07,1707,1.0,0.0011716461628588166,0.260989010989011,5.5,1
4394,27.0,Regular,Furniture,Cash,18887.64,39.83,527,0.4375,0.06072106261859583,0.6167400881057269,0.21875,0
4395,56.0,Regular,Clothing,Upi,1959.48,34.1,1590,0.8,0.0031446540880503146,3.3902439024390243,3.2,0
4396,46.0,New,Furniture,Net Banking,39368.01,26.47,398,0.4166666666666667,0.03015075376884422,21.75,1.5,0
4397,64.0,Regular,Furniture,Upi,26162.4,0.61,1696,0.5862068965517241,0.017099056603773585,3.891891891891892,0.6551724137931034,0
4398,41.0,Inactive,Furniture,Debit Card,20508.51,39.67,729,0.7368421052631579,0.02606310013717421,0.5295774647887324,0.0,0
4399,44.0,Inactive,Groceries,Credit Card,37448.63,32.02,1124,0.6363636363636364,0.03914590747330961,27.0,0.11363636363636363,0
4400,69.0,New,Groceries,Credit Card,22873.94,16.41,1024,0.23529411764705882,0.033203125,0.4781144781144781,0.029411764705882353,0
4401,39.0,Premium,Clothing,Cash,39760.91,29.27,72,0.23076923076923078,0.3611111111111111,4.76,0.34615384615384615,0
4402,58.0,Regular,Furniture,Debit Card,24260.52,24.75,1318,0.23529411764705882,0.012898330804248861,0.1365079365079365,0.058823529411764705,1
4403,68.0,Regular,Electronics,Cash,24144.42,31.77,1308,0.7727272727272727,0.03363914373088685,0.4217687074829932,0.045454545454545456,0
4404,65.0,Premium,Electronics,Cash,3367.26,9.79,1359,0.75,0.008830022075055188,0.6176470588235294,0.4166666666666667,0
4405,22.0,Inactive,Books,Upi,13007.4,6.27,1386,0.6097560975609756,0.02958152958152958,0.0990990990990991,0.4878048780487805,0
4406,44.0,New,Electronics,Upi,24691.34,28.66,780,0.5,0.002564102564102564,0.2640449438202247,7.0,0
4407,26.0,New,Clothing,Credit Card,47708.12,45.05,1538,0.0,0.004551365409622887,0.030303030303030304,2.857142857142857,0
4408,42.0,Inactive,Books,Net Banking,11449.72,4.53,634,0.08823529411764706,0.05362776025236593,1.7804878048780488,0.029411764705882353,0
4409,22.0,New,Sports,Credit Card,13755.71,47.47,1169,0.4,0.03849443969204448,0.34397163120567376,0.0,0
4410,60.0,Premium,Groceries,Net Banking,7444.6,6.54,266,0.53125,0.12030075187969924,0.6363636363636364,0.25,0
4411,20.0,Premium,Books,Net Banking,3534.69,22.71,1118,0.5384615384615384,0.023255813953488372,0.18484848484848485,0.5769230769230769,0
4412,57.0,Premium,Clothing,Net Banking,27397.51,1.97,1383,0.0,0.005784526391901663,0.17796610169491525,2.375,1
4413,34.0,Inactive,Books,Upi,36139.71,36.32,1601,0.08571428571428572,0.021861336664584636,0.0744047619047619,0.4,0
4414,43.0,New,Sports,Net Banking,21713.81,16.55,1243,0.5227272727272727,0.035398230088495575,0.29411764705882354,0.3181818181818182,0
4415,19.0,Regular,Groceries,Cash,23327.82,36.41,200,0.7560975609756098,0.205,0.4646153846153846,0.1951219512195122,0
4416,19.0,Inactive,Sports,Upi,29406.79,31.29,674,0.85,0.05934718100890208,0.5483870967741935,0.225,0
4417,28.0,Premium,Furniture,Debit Card,14806.12,41.97,1283,0.0,0.000779423226812159,0.68,6.0,0
4418,70.0,Premium,Electronics,Upi,42508.57,0.11,566,0.36666666666666664,0.053003533568904596,1.2784810126582278,0.4666666666666667,0
4419,46.0,Regular,Books,Debit Card,38903.02,21.71,1113,0.5869565217391305,0.04132973944294699,1.2281879194630871,0.043478260869565216,0
4420,26.0,Premium,Electronics,Upi,42761.79,7.05,1068,0.3870967741935484,0.02902621722846442,0.16,0.03225806451612903,0
4421,28.0,New,Books,Credit Card,49101.39,47.83,1633,0.6666666666666666,0.007348438456827924,0.18233618233618235,0.0,1
4422,65.0,New,Books,Credit Card,49457.48,0.65,370,0.12195121951219512,0.11081081081081082,0.3728813559322034,0.3170731707317073,0
4423,67.0,New,Electronics,Net Banking,15575.13,43.99,289,0.7,0.06920415224913495,3.2903225806451615,0.5,0
4424,23.0,Premium,Groceries,Cash,35267.21,25.83,1816,0.14285714285714285,0.003854625550660793,145.0,2.2857142857142856,0
4425,47.0,New,Clothing,Net Banking,6870.42,16.69,264,0.8333333333333334,0.09090909090909091,0.5767441860465117,0.25,0
4426,22.0,New,Books,Upi,46831.75,26.71,1541,1.0,0.0006489292667099286,0.6148148148148148,13.0,0
4427,37.0,Regular,Groceries,Debit Card,17820.93,30.34,1332,0.625,0.012012012012012012,0.6875,1.0625,0
4428,47.0,Premium,Groceries,Cash,16216.67,22.21,1452,0.75,0.008264462809917356,0.7076923076923077,1.5,0
4429,49.0,Regular,Sports,Cash,19009.39,19.4,1362,0.2702702702702703,0.027165932452276064,0.045454545454545456,0.1891891891891892,0
4430,33.0,Premium,Electronics,Cash,33979.49,0.85,930,0.058823529411764705,0.01827956989247312,0.28888888888888886,1.1764705882352942,1
4431,68.0,Regular,Sports,Debit Card,5331.0,30.5,318,0.94,0.15723270440251572,0.958974358974359,0.4,0
4432,32.0,Inactive,Clothing,Upi,45588.89,7.55,1337,0.15625,0.02393418100224383,0.3564356435643564,0.0625,0
4433,59.0,Inactive,Sports,Upi,42995.17,11.51,287,0.12195121951219512,0.14285714285714285,0.7683397683397684,0.21951219512195122,0
4434,66.0,Inactive,Books,Upi,22003.23,27.38,844,1.0,0.002369668246445498,0.08812260536398467,5.0,1
4435,21.0,Premium,Furniture,Debit Card,3370.26,47.08,591,0.45714285714285713,0.05922165820642978,0.40853658536585363,0.17142857142857143,0
4436,70.0,Regular,Groceries,Cash,16425.71,26.37,1318,0.875,0.012139605462822459,0.37746478873239436,0.9375,0
4437,66.0,Regular,Groceries,Upi,15092.27,35.06,325,0.7,0.03076923076923077,3.693877551020408,1.3,0
4438,24.0,New,Sports,Cash,12449.95,30.86,1341,0.21052631578947367,0.014168530947054437,0.8707482993197279,0.47368421052631576,0
4439,30.0,New,Furniture,Cash,36603.71,26.12,1767,0.3125,0.009054895302773062,11.923076923076923,1.25,0
4440,39.0,New,Sports,Net Banking,28227.46,29.46,1647,0.36363636363636365,0.006678809957498482,0.2807017543859649,1.0,1
4441,27.0,Premium,Groceries,Credit Card,45336.06,11.16,1402,0.1935483870967742,0.02211126961483595,0.90625,0.5161290322580645,0
4442,67.0,New,Groceries,Debit Card,11535.58,0.35,565,0.8846153846153846,0.04601769911504425,2.962962962962963,0.5384615384615384,0
4443,47.0,Regular,Sports,Upi,42564.15,6.45,1591,0.6666666666666666,0.00754242614707731,0.7621359223300971,1.0,0
4444,25.0,Inactive,Electronics,Cash,24094.88,3.61,324,1.0,0.015432098765432098,1.1851851851851851,2.2,0
4445,58.0,Regular,Groceries,Upi,32298.65,1.46,1679,0.0,0.01012507444907683,0.2616822429906542,0.0,1
4446,46.0,Inactive,Groceries,Net Banking,26564.02,2.18,1090,0.7391304347826086,0.04220183486238532,0.5070422535211268,0.1956521739130435,0
4447,37.0,Regular,Furniture,Debit Card,12861.4,8.94,432,0.7906976744186046,0.09953703703703703,0.05357142857142857,0.3488372093023256,0
4448,40.0,New,Electronics,Net Banking,45906.84,39.07,1129,0.43902439024390244,0.03631532329495128,0.7045454545454546,0.0975609756097561,0
4449,25.0,Premium,Sports,Upi,44057.92,40.35,667,0.46153846153846156,0.019490254872563718,0.1761006289308176,1.1538461538461537,0
4450,44.0,Regular,Electronics,Debit Card,32414.12,28.94,1409,0.14285714285714285,0.0049680624556423,0.16071428571428573,2.857142857142857,0
4451,67.0,Regular,Furniture,Cash,33192.58,44.34,511,0.7619047619047619,0.0821917808219178,0.13622291021671826,0.42857142857142855,0
4452,69.0,New,Clothing,Net Banking,28222.64,44.76,1002,0.21052631578947367,0.018962075848303395,34.6,0.15789473684210525,0
4453,22.0,New,Groceries,Cash,5702.96,16.08,39,0.26666666666666666,1.1538461538461537,0.3885542168674699,0.2222222222222222,0
4454,55.0,Inactive,Groceries,Cash,13934.85,28.5,423,0.0,0.04491725768321513,0.03076923076923077,0.8421052631578947,0
4455,19.0,Inactive,Sports,Cash,8745.43,31.76,1594,0.8181818181818182,0.006900878293601004,0.32367149758454106,0.2727272727272727,1
4456,42.0,New,Sports,Upi,2130.36,34.73,289,0.42105263157894735,0.0657439446366782,0.9444444444444444,0.6842105263157895,0
4457,70.0,Inactive,Groceries,Upi,22906.94,6.47,685,0.9722222222222222,0.052554744525547446,5.5,0.19444444444444445,0
4458,44.0,New,Electronics,Credit Card,27943.97,18.25,1461,0.0,0.0006844626967830253,0.025089605734767026,3.0,1
4459,33.0,Premium,Groceries,Credit Card,23075.2,7.69,1639,0.7692307692307693,0.007931665649786455,0.6617647058823529,1.1538461538461537,0
4460,64.0,Premium,Books,Credit Card,999.01,3.53,370,0.6923076923076923,0.03513513513513514,0.06115107913669065,1.0,1
4461,31.0,New,Groceries,Cash,19883.59,5.64,1179,0.09523809523809523,0.035623409669211195,0.13043478260869565,0.2619047619047619,0
4462,21.0,Premium,Books,Cash,34108.76,6.34,661,0.88,0.07564296520423601,2.3043478260869565,0.1,0
4463,70.0,Inactive,Furniture,Upi,11224.67,26.9,440,0.18518518518518517,0.06136363636363636,0.6475409836065574,0.6666666666666666,0
4464,53.0,Inactive,Books,Credit Card,24622.72,32.75,1278,0.14285714285714285,0.027386541471048513,0.2626582278481013,0.3142857142857143,0
4465,27.0,Regular,Groceries,Debit Card,42534.44,25.21,567,0.8333333333333334,0.042328042328042326,0.16666666666666666,0.6666666666666666,1
4466,43.0,Inactive,Furniture,Upi,5323.59,21.73,1166,0.5641025641025641,0.03344768439108062,0.45294117647058824,0.0,0
4467,49.0,Regular,Electronics,Cash,31994.14,29.35,1582,0.8444444444444444,0.028445006321112517,1.5555555555555556,0.4,0
4468,21.0,Premium,Groceries,Net Banking,28531.94,31.36,1250,0.16666666666666666,0.024,2.0617283950617282,0.03333333333333333,0
4469,67.0,Inactive,Sports,Net Banking,34641.3,13.74,1291,0.0851063829787234,0.03640588690937258,1.0296296296296297,0.0425531914893617,0
4470,25.0,Inactive,Electronics,Cash,14338.35,39.16,557,0.5151515151515151,0.059245960502693,0.8903225806451613,0.45454545454545453,0
4471,20.0,Inactive,Books,Net Banking,21333.97,27.63,1750,0.9166666666666666,0.006857142857142857,0.3849056603773585,0.9166666666666666,0
4472,44.0,Inactive,Electronics,Credit Card,41497.54,27.87,194,0.5,0.010309278350515464,0.017699115044247787,5.5,1
4473,54.0,Regular,Books,Credit Card,48238.89,32.88,1376,0.7142857142857143,0.010174418604651164,0.696969696969697,0.7142857142857143,0
4474,57.0,Regular,Groceries,Net Banking,38089.58,43.66,579,0.9777777777777777,0.07772020725388601,0.5972222222222222,0.0,0
4475,45.0,Premium,Electronics,Credit Card,34880.81,28.11,589,0.5454545454545454,0.03735144312393888,3.0303030303030303,0.2727272727272727,0
4476,63.0,Regular,Furniture,Credit Card,49070.63,14.27,736,0.0,0.057065217391304345,0.7016129032258065,0.023809523809523808,0
4477,25.0,Premium,Groceries,Cash,22699.39,6.95,766,0.07142857142857142,0.05483028720626632,0.19382022471910113,0.30952380952380953,0
4478,69.0,New,Electronics,Cash,26866.58,24.22,1118,0.05263157894736842,0.01699463327370304,0.42127659574468085,0.3684210526315789,1
4479,31.0,New,Electronics,Upi,27061.57,1.48,541,0.046511627906976744,0.07948243992606285,0.07886435331230283,0.023255813953488372,0
4480,35.0,Regular,Sports,Cash,33904.85,25.24,345,0.04,0.14492753623188406,1.463235294117647,0.08,0
4481,28.0,Premium,Groceries,Upi,43463.23,23.84,1167,0.26,0.04284490145672665,0.6610169491525424,0.14,0
4482,67.0,New,Books,Credit Card,19218.24,47.88,709,0.7096774193548387,0.04372355430183357,1.0108108108108107,0.3548387096774194,0
4483,50.0,New,Groceries,Net Banking,25545.48,18.0,1006,0.32,0.02485089463220676,0.8949771689497716,0.48,0
4484,51.0,Inactive,Groceries,Credit Card,43802.22,25.51,389,0.05,0.05141388174807198,1.0,0.05,0
4485,39.0,Regular,Groceries,Net Banking,13618.45,42.43,745,0.9285714285714286,0.056375838926174496,0.6016260162601627,0.3333333333333333,0
4486,26.0,Regular,Sports,Debit Card,48800.94,14.31,791,0.17073170731707318,0.051833122629582805,0.008547008547008548,0.21951219512195122,0
